Batch_Number,Date,Drug_Name,MRP_Unit_Price,Qty_Sold,Total_Amount,Transaction_ID
DOL-2502-12,2025-02-08,Dolo 650,30.0,1,30.0,TXN-17733
AZI-2502-98,2025-02-08,Azithral 500,118.5,6,711.0,TXN-17734
TEL-2501-55,2025-02-08,Telma 40,220.0,2,440.0,TXN-17735
TEL-2502-50,2025-02-09,Telma 40,220.0,1,220.0,TXN-17736
TEL-2501-55,2025-02-09,Telma 40,220.0,4,880.0,TXN-17737
GLY-2502-44,2025-02-09,Glycomet 500,22.5,1,22.5,TXN-17738
PAN-2501-79,2025-02-09,Pan 40,155.0,5,775.0,TXN-17739
TEL-2501-13,2025-02-09,Telma 40,220.0,4,880.0,TXN-17740
TEL-2501-13,2025-02-09,Telma 40,220.0,2,440.0,TXN-17741
TEL-2502-50,2025-02-09,Telma 40,220.0,4,880.0,TXN-17742
TEL-2501-55,2025-02-09,Telma 40,220.0,5,1100.0,TXN-17743
DOL-2502-12,2025-02-09,Dolo 650,30.0,4,120.0,TXN-17744
TEL-2501-55,2025-02-09,Telma 40,220.0,2,440.0,TXN-17745
TEL-2501-55,2025-02-09,Telma 40,220.0,4,880.0,TXN-17746
AZI-2502-98,2025-02-09,Azithral 500,118.5,8,948.0,TXN-17747
GEN-17748,2025-02-09,Dolo 650,30.0,3,90.0,TXN-17748
ALL-2501-76,2025-02-09,Allegra 120,198.0,5,990.0,TXN-17749
TEL-2501-55,2025-02-09,Telma 40,220.0,3,660.0,TXN-17750
ALL-2501-69,2025-02-10,Allegra 120,198.0,4,792.0,TXN-17751
GLY-2501-13,2025-02-10,Glycomet 500,22.5,5,112.5,TXN-17752
ALL-2501-69,2025-02-10,Allegra 120,198.0,3,594.0,TXN-17753
ALL-2501-76,2025-02-10,Allegra 120,198.0,3,594.0,TXN-17754
DOL-2502-12,2025-02-10,Dolo 650,30.0,2,60.0,TXN-17755
AZI-2501-99,2025-02-10,Azithral 500,118.5,5,592.5,TXN-17756
ALL-2501-76,2025-02-10,Allegra 120,198.0,3,594.0,TXN-17757
DOL-2501-82,2025-02-10,Dolo 650,30.0,2,60.0,TXN-17758
TEL-2501-13,2025-02-10,Telma 40,220.0,4,880.0,TXN-17759
GLY-2502-44,2025-02-11,Glycomet 500,22.5,3,67.5,TXN-17760
DOL-2501-82,2025-02-11,Dolo 650,30.0,1,30.0,TXN-17761
AZI-2502-98,2025-02-11,Azithral 500,118.5,10,1185.0,TXN-17762
ALL-2501-69,2025-02-11,Allegra 120,198.0,2,396.0,TXN-17763
DOL-2502-12,2025-02-11,Dolo 650,30.0,1,30.0,TXN-17764
DOL-2501-82,2025-02-11,Dolo 650,30.0,2,60.0,TXN-17765
PAN-2501-67,2025-02-11,Pan 40,155.0,1,155.0,TXN-17766
TEL-2502-50,2025-02-11,Telma 40,220.0,3,660.0,TXN-17767
GLY-2501-13,2025-02-11,Glycomet 500,22.5,1,22.5,TXN-17768
TEL-2502-50,2025-02-11,Telma 40,220.0,1,220.0,TXN-17769
AZI-2501-78,2025-02-11,Azithral 500,118.5,8,948.0,TXN-17770
GEN-17771,2025-02-12,Glycomet 500,22.5,4,90.0,TXN-17771
AZI-2501-78,2025-02-12,Azithral 500,118.5,7,829.5,TXN-17772
DOL-2502-12,2025-02-12,Dolo 650,30.0,3,90.0,TXN-17773
GLY-2501-55,2025-02-12,Glycomet 500,22.5,5,112.5,TXN-17774
DOL-2502-12,2025-02-12,Dolo 650,30.0,1,30.0,TXN-17775
AZI-2501-78,2025-02-12,Azithral 500,118.5,9,1066.5,TXN-17776
GLY-2501-55,2025-02-12,Glycomet 500,22.5,3,67.5,TXN-17777
PAN-2501-79,2025-02-12,Pan 40,155.0,5,775.0,TXN-17778
ALL-2501-76,2025-02-12,Allegra 120,198.0,4,792.0,TXN-17779
GEN-17780,2025-02-12,Glycomet 500,22.5,5,112.5,TXN-17780
TEL-2501-13,2025-02-12,Telma 40,220.0,1,220.0,TXN-17781
GLY-2501-55,2025-02-12,Glycomet 500,22.5,4,90.0,TXN-17782
TEL-2502-50,2025-02-12,Telma 40,220.0,1,220.0,TXN-17783
AZI-2502-98,2025-02-13,Azithral 500,118.5,7,829.5,TXN-17784
ALL-2501-76,2025-02-13,Allegra 120,198.0,5,990.0,TXN-17785
PAN-2501-79,2025-02-13,Pan 40,155.0,3,465.0,TXN-17786
AZI-2502-98,2025-02-13,Azithral 500,118.5,8,948.0,TXN-17787
ALL-2501-69,2025-02-13,Allegra 120,198.0,3,594.0,TXN-17788
GLY-2502-44,2025-02-13,Glycomet 500,22.5,5,112.5,TXN-17789
ALL-2501-69,2025-02-13,Allegra 120,198.0,4,792.0,TXN-17790
AZI-2501-78,2025-02-13,Azithral 500,118.5,5,592.5,TXN-17791
AZI-2501-78,2025-02-13,Azithral 500,118.5,5,592.5,TXN-17792
TEL-2501-55,2025-02-13,Telma 40,220.0,1,220.0,TXN-17793
GEN-17794,2025-02-13,Pan 40,155.0,3,465.0,TXN-17794
DOL-2501-82,2025-02-13,Dolo 650,30.0,2,60.0,TXN-17795
PAN-2501-79,2025-02-13,Pan 40,155.0,2,310.0,TXN-17796
GLY-2502-44,2025-02-14,Glycomet 500,22.5,2,45.0,TXN-17797
TEL-2502-50,2025-02-14,Telma 40,220.0,2,440.0,TXN-17798
DOL-2501-81,2025-02-14,Dolo 650,30.0,2,60.0,TXN-17799
GLY-2502-36,2025-02-14,Glycomet 500,22.5,4,90.0,TXN-17800
DOL-2501-81,2025-02-14,Dolo 650,30.0,5,150.0,TXN-17801
GEN-17802,2025-02-14,Glycomet 500,22.5,2,45.0,TXN-17802
PAN-2501-79,2025-02-15,Pan 40,1550.0,3,4650.0,TXN-17803
GLY-2502-44,2025-02-15,Glycomet 500,22.5,2,45.0,TXN-17804
AZI-2502-98,2025-02-15,Azithral 500,118.5,9,1066.5,TXN-17805
GLY-2502-36,2025-02-15,Glycomet 500,22.5,4,90.0,TXN-17806
AZI-2501-78,2025-02-15,Azithral 500,118.5,6,711.0,TXN-17807
GLY-2502-44,2025-02-15,Glycomet 500,22.5,3,67.5,TXN-17808
PAN-2501-79,2025-02-16,Pan 40,155.0,5,775.0,TXN-17809
DOL-2502-12,2025-02-16,Dolo 650,30.0,4,120.0,TXN-17810
GEN-17811,2025-02-16,Allegra 120,198.0,4,792.0,TXN-17811
GEN-17812,2025-02-16,Glycomet 500,22.5,1,22.5,TXN-17812
PAN-2501-79,2025-02-16,Pan 40,155.0,2,310.0,TXN-17813
DOL-2502-12,2025-02-16,Dolo 650,30.0,2,60.0,TXN-17814
ALL-2502-49,2025-02-16,Allegra 120,198.0,5,990.0,TXN-17815
PAN-2502-92,2025-02-16,Pan 40,155.0,2,310.0,TXN-17816
GLY-2502-44,2025-02-17,Glycomet 500,22.5,2,45.0,TXN-17817
GLY-2502-44,2025-02-17,Glycomet 500,22.5,3,67.5,TXN-17818
PAN-2501-79,2025-02-17,Pan 40,155.0,1,155.0,TXN-17819
ALL-2502-49,2025-02-17,Allegra 120,198.0,1,198.0,TXN-17820
ALL-2502-49,2025-02-17,Allegra 120,198.0,2,396.0,TXN-17821
PAN-2502-94,2025-02-17,Pan 40,155.0,2,310.0,TXN-17822
PAN-2501-79,2025-02-18,Pan 40,155.0,1,155.0,TXN-17823
DOL-2501-81,2025-02-18,Dolo 650,30.0,1,30.0,TXN-17824
TEL-2501-55,2025-02-18,Telma 40,220.0,4,880.0,TXN-17825
DOL-2502-12,2025-02-18,Dolo 650,30.0,5,150.0,TXN-17826
GEN-17827,2025-02-18,Allegra 120,198.0,1,198.0,TXN-17827
GLY-2502-36,2025-02-18,Glycomet 500,22.5,4,90.0,TXN-17828
PAN-2502-94,2025-02-18,Pan 40,155.0,3,465.0,TXN-17829
GEN-17830,2025-02-18,Allegra 120,198.0,5,990.0,TXN-17830
AZI-2502-98,2025-02-18,Azithral 500,118.5,8,948.0,TXN-17831
DOL-2502-51,2025-02-18,Dolo 650,30.0,3,90.0,TXN-17832
GEN-17833,2025-02-18,Glycomet 500,22.5,4,90.0,TXN-17833
DOL-2501-81,2025-02-19,Dolo 650,30.0,4,120.0,TXN-17834
AZI-2502-98,2025-02-19,Azithral 500,118.5,8,948.0,TXN-17835
GEN-17836,2025-02-19,Azithral 500,118.5,10,1185.0,TXN-17836
TEL-2502-77,2025-02-19,Telma 40,220.0,1,220.0,TXN-17837
GLY-2502-36,2025-02-19,Glycomet 500,22.5,4,90.0,TXN-17838
TEL-2501-55,2025-02-20,Telma 40,220.0,3,660.0,TXN-17839
GLY-2502-44,2025-02-20,Glycomet 500,22.5,1,22.5,TXN-17840
GLY-2502-44,2025-02-20,Glycomet 500,,1,,TXN-17841
TEL-2501-55,2025-02-20,Telma 40,220.0,3,660.0,TXN-17842
AZI-2502-98,2025-02-20,Azithral 500,118.5,5,592.5,TXN-17843
TEL-2501-55,2025-02-20,Telma 40,220.0,4,880.0,TXN-17844
PAN-2501-79,2025-02-20,Pan 40,155.0,3,465.0,TXN-17845
TEL-2502-77,2025-02-20,Telma 40,220.0,4,880.0,TXN-17846
PAN-2502-94,2025-02-20,Pan 40,155.0,4,620.0,TXN-17847
PAN-2502-94,2025-02-20,Pan 40,155.0,2,310.0,TXN-17848
TEL-2502-50,2025-02-20,Telma 40,220.0,3,660.0,TXN-17849
TEL-2501-55,2025-02-20,Telma 40,220.0,2,440.0,TXN-17850
PAN-2502-92,2025-02-20,Pan 40,155.0,3,465.0,TXN-17851
GLY-2502-44,2025-02-20,Glycomet 500,22.5,2,45.0,TXN-17852
ALL-2501-69,2025-02-20,Allegra 120,198.0,1,198.0,TXN-17853
DOL-2502-12,2025-02-21,Dolo 650,30.0,5,150.0,TXN-17854
ALL-2502-56,2025-02-21,Allegra 120,198.0,4,792.0,TXN-17855
PAN-2502-94,2025-02-21,Pan 40,155.0,2,310.0,TXN-17856
ALL-2502-56,2025-02-21,Allegra 120,198.0,5,990.0,TXN-17857
TEL-2502-50,2025-02-21,Telma 40,220.0,4,880.0,TXN-17858
TEL-2501-55,2025-02-21,Telma 40,220.0,4,880.0,TXN-17859
TEL-2502-77,2025-02-21,Telma 40,220.0,5,1100.0,TXN-17860
DOL-2501-81,2025-02-21,Dolo 650,30.0,1,30.0,TXN-17861
GLY-2501-55,2025-02-21,Glycomet 500,22.5,1,22.5,TXN-17862
GLY-2502-36,2025-02-21,Glycomet 500,22.5,4,90.0,TXN-17863
ALL-2502-49,2025-02-21,Allegra 120,198.0,4,792.0,TXN-17864
DOL-2502-12,2025-02-21,Dolo 650,30.0,1,30.0,TXN-17865
GEN-17866,2025-02-21,Allegra 120,198.0,4,792.0,TXN-17866
GLY-2501-55,2025-02-21,Glycomet 500,22.5,4,90.0,TXN-17867
GEN-17868,2025-02-22,Pan 40,155.0,4,620.0,TXN-17868
GEN-17869,2025-02-22,Allegra 120,198.0,2,396.0,TXN-17869
GLY-2502-44,2025-02-22,Glycomet 500,22.5,4,90.0,TXN-17870
ALL-2501-69,2025-02-22,Allegra 120,198.0,3,594.0,TXN-17871
GLY-2501-55,2025-02-22,Glycomet-500,22.5,4,90.0,TXN-17872
AZI-2502-98,2025-02-22,Azithral 500,118.5,5,592.5,TXN-17873
TEL-2501-55,2025-02-22,Telma 40,220.0,1,220.0,TXN-17874
DOL-2502-51,2025-02-22,Dolo 650,30.0,2,60.0,TXN-17875
DOL-2502-12,2025-02-22,Dolo 650,30.0,5,150.0,TXN-17876
AZI-2502-98,2025-02-22,Azithral 500,118.5,6,711.0,TXN-17877
PAN-2502-92,2025-02-22,Pan 40,155.0,4,620.0,TXN-17878
AZI-2502-13,2025-02-22,Azithral 500,118.5,5,592.5,TXN-17879
ALL-2501-69,2025-02-22,Allegra 120,198.0,5,990.0,TXN-17880
GLY-2501-55,2025-02-23,Glycomet 500,22.5,5,112.5,TXN-17881
TEL-2502-77,2025-02-23,Telma 40,220.0,5,1100.0,TXN-17882
TEL-2502-77,2025-02-23,Telma 40,220.0,4,880.0,TXN-17883
ALL-2501-69,2025-02-23,Allegra 120,198.0,3,594.0,TXN-17884
AZI-2501-78,2025-02-23,Azithral 500,118.5,7,829.5,TXN-17885
TEL-2502-77,2025-02-23,Telma 40,220.0,1,220.0,TXN-17886
TEL-2501-55,2025-02-23,Telma 40,220.0,2,440.0,TXN-17887
ALL-2502-56,2025-02-23,Allegra 120,198.0,3,594.0,TXN-17888
DOL-2502-12,2025-02-23,Dolo 650,30.0,5,150.0,TXN-17889
AZI-2501-78,2025-02-24,Azithral 500,118.5,5,592.5,TXN-17890
GEN-17891,2025-02-24,Azithral 500,118.5,8,948.0,TXN-17891
PAN-2502-92,2025-02-24,Pan 40,155.0,5,775.0,TXN-17892
ALL-2502-49,2025-02-24,Allegra 120,198.0,4,792.0,TXN-17893
AZI-2502-98,2025-02-24,Azithral 500,118.5,4,474.0,TXN-17894
AZI-2502-98,2025-02-24,Azithral 500,118.5,8,948.0,TXN-17895
DOL-2501-81,2025-02-24,Dolo 650,30.0,4,120.0,TXN-17896
GLY-2502-36,2025-02-24,Glycomet 500,22.5,4,90.0,TXN-17897
GLY-2501-55,2025-02-24,Glycomet 500,22.5,1,22.5,TXN-17898
TEL-2502-77,2025-02-24,Telma 40,220.0,3,660.0,TXN-17899
PAN-2501-79,2025-02-24,Pan 40,155.0,4,620.0,TXN-17900
AZI-2502-13,2025-02-24,Azithral 500,118.5,8,948.0,TXN-17901
ALL-2501-69,2025-02-24,Allegra 120,198.0,5,990.0,TXN-17902
GEN-17903,2025-02-25,Telma 40,220.0,2,440.0,TXN-17903
ALL-2501-69,2025-02-25,Allegra 120,198.0,4,792.0,TXN-17904
ALL-2502-49,2025-02-25,Allegra 120,198.0,5,990.0,TXN-17905
TEL-2502-77,2025-02-25,Telma 40,220.0,1,220.0,TXN-17906
GEN-17907,2025-02-25,Pan 40,155.0,2,310.0,TXN-17907
TEL-2502-50,2025-02-25,Telma 40,220.0,1,220.0,TXN-17908
PAN-2501-79,2025-02-25,Pan 40,155.0,1,155.0,TXN-17909
ALL-2502-49,2025-02-25,Allegra 120,198.0,3,594.0,TXN-17910
AZI-2502-13,2025-02-25,Azithral 500,118.5,4,474.0,TXN-17911
AZI-2501-78,2025-02-26,Azithral 500,118.5,5,592.5,TXN-17912
TEL-2502-77,2025-02-26,Telma 40,220.0,2,440.0,TXN-17913
AZI-2502-98,2025-02-26,Azithral 500,118.5,4,474.0,TXN-17914
ALL-2502-56,2025-02-26,Allegra 120,198.0,4,792.0,TXN-17915
ALL-2501-69,2025-02-26,Allegra 120,198.0,1,198.0,TXN-17916
PAN-2502-94,2025-02-26,Pan 40,155.0,5,775.0,TXN-17917
AZI-2502-98,2025-02-26,Azithral 500,118.5,8,948.0,TXN-17918
GLY-2502-44,2025-02-26,Glycomet 500,22.5,2,45.0,TXN-17919
AZI-2502-98,2025-02-26,Azithral 500,118.5,5,592.5,TXN-17920
GLY-2502-44,2025-02-26,Glycomet 500,22.5,1,22.5,TXN-17921
AZI-2501-78,2025-02-27,Azithral 500,118.5,6,711.0,TXN-17922
DOL-2502-51,2025-02-27,Dolo 650,30.0,3,90.0,TXN-17923
AZI-2502-98,2025-02-27,Azithral 500,118.5,7,829.5,TXN-17924
AZI-2502-13,2025-02-27,Azithral 500,118.5,4,474.0,TXN-17925
PAN-2502-94,2025-02-27,Pan 40,155.0,1,155.0,TXN-17926
GLY-2502-44,2025-02-27,Glycomet 500,22.5,1,22.5,TXN-17927
GEN-17928,2025-02-27,Dolo 650,30.0,2,60.0,TXN-17928
TEL-2502-50,2025-02-27,Telma 40,220.0,1,220.0,TXN-17929
PAN-2501-79,2025-02-27,Pan 40,155.0,4,620.0,TXN-17930
PAN-2502-94,2025-02-27,Pan 40,155.0,4,620.0,TXN-17931
DOL-2502-51,2025-02-27,Dolo 650,30.0,3,90.0,TXN-17932
PAN-2501-79,2025-02-27,Pan 40,155.0,2,310.0,TXN-17933
AZI-2502-13,2025-02-27,Azithral 500,118.5,7,829.5,TXN-17934
ALL-2502-56,2025-02-27,Allegra 120,198.0,3,594.0,TXN-17935
AZI-2502-13,2025-02-27,Azithral 500,118.5,5,592.5,TXN-17936
GLY-2502-36,2025-02-28,Glycomet 500,22.5,2,45.0,TXN-17937
GLY-2502-36,2025-02-28,Glycomet 500,22.5,3,67.5,TXN-17938
PAN-2502-94,2025-02-28,Pan 40,155.0,4,620.0,TXN-17939
ALL-2502-49,2025-02-28,Allegra 120,198.0,4,792.0,TXN-17940
TEL-2502-77,2025-02-28,Telma 40,220.0,3,660.0,TXN-17941
TEL-2502-50,2025-02-28,Telma 40,220.0,5,1100.0,TXN-17942
PAN-2501-79,2025-02-28,Pan 40,155.0,1,155.0,TXN-17943
PAN-2502-92,2025-02-28,Pan 40,155.0,1,155.0,TXN-17944
ALL-2502-49,2025-03-01,Allegra 120,198.0,8,1584.0,TXN-17945
TEL-2502-77,2025-03-01,Telma 40,220.0,4,880.0,TXN-17946
GLY-2501-55,2025-03-01,Glycomet 500,22.5,2,45.0,TXN-17947
PAN-2501-79,2025-03-01,Pan 40,155.0,4,620.0,TXN-17948
DOL-2502-12,2025-03-01,Dolo 650,30.0,3,90.0,TXN-17949
ALL-2502-56,2025-03-01,Allegra 120,198.0,4,792.0,TXN-17950
DOL-2501-81,2025-03-01,Dolo 650,30.0,3,90.0,TXN-17951
DOL-2502-12,2025-03-01,Dolo 650,30.0,1,30.0,TXN-17952
ALL-2502-56,2025-03-01,Allegra 120,198.0,7,1386.0,TXN-17953
ALL-2502-56,2025-03-01,Allegra 120,198.0,4,792.0,TXN-17954
GLY-2503-36,2025-03-02,Glycomet 500,22.5,2,45.0,TXN-17955
DOL-2502-51,2025-03-02,Dolo 650,30.0,4,120.0,TXN-17956
AZI-2502-98,2025-03-02,Azithral 500,118.5,4,474.0,TXN-17957
AZI-2502-98,2025-03-02,Azithral 500,118.5,5,592.5,TXN-17958
ALL-2502-56,2025-03-02,Allegra 120,198.0,5,990.0,TXN-17959
PAN-2502-92,2025-03-03,Pan 40,155.0,5,775.0,TXN-17960
GLY-2502-36,2025-03-03,Glycomet 500,22.5,4,90.0,TXN-17961
AZI-2502-98,2025-03-03,Azithral 500,118.5,2,237.0,TXN-17962
AZI-2502-98,2025-03-03,Azithral 500,118.5,2,237.0,TXN-17963
DOL-2502-12,2025-03-03,Dolo 650,30.0,1,30.0,TXN-17964
TEL-2502-77,2025-03-03,Telma 40,220.0,3,660.0,TXN-17965
PAN-2503-89,2025-03-04,Pan 40,155.0,3,465.0,TXN-17966
AZI-2502-98,2025-03-04,Azithral 500,118.5,3,355.5,TXN-17967
GEN-17968,2025-03-04,Dolo 650,30.0,2,60.0,TXN-17968
DOL-2502-12,2025-03-04,Dolo 650,30.0,2,60.0,TXN-17969
GEN-17970,2025-03-04,Dolo 650,30.0,2,60.0,TXN-17970
GEN-17971,2025-03-04,Telma 40,220.0,1,220.0,TXN-17971
TEL-2502-50,2025-03-04,Telma 40,220.0,2,440.0,TXN-17972
GLY-2502-36,2025-03-04,Glycomet 500,22.5,4,90.0,TXN-17973
GLY-2502-36,2025-03-05,Glycomet 500,22.5,5,112.5,TXN-17974
PAN-2502-92,2025-03-05,Pan 40,155.0,5,775.0,TXN-17975
DOL-2502-12,2025-03-05,Dolo 650,30.0,4,120.0,TXN-17976
DOL-2502-12,2025-03-05,Dolo 650,30.0,1,30.0,TXN-17977
PAN-2502-94,2025-03-05,Pan 40,155.0,1,155.0,TXN-17978
AZI-2503-75,2025-03-05,Azithral 500,118.5,2,237.0,TXN-17979
DOL-2502-51,2025-03-05,Dolo 650,30.0,2,60.0,TXN-17980
AZI-2502-98,2025-03-05,Azithral 500,118.5,5,592.5,TXN-17981
TEL-2503-10,2025-03-05,Telma 40,220.0,3,660.0,TXN-17982
GEN-17983,2025-03-05,Dolo 650,30.0,5,150.0,TXN-17983
PAN-2503-89,2025-03-05,Pan 40,155.0,3,465.0,TXN-17984
ALL-2502-56,2025-03-06,Allegra 120,198.0,6,1188.0,TXN-17985
PAN-2503-89,2025-03-06,Pan 40,155.0,5,775.0,TXN-17986
PAN-2503-89,2025-03-06,Pan 40,155.0,4,620.0,TXN-17987
DOL-2502-51,2025-03-06,Dolo 650,30.0,1,30.0,TXN-17988
GLY-2502-36,2025-03-06,Glycomet 500,22.5,3,67.5,TXN-17989
ALL-2502-56,2025-03-06,Allegra 120,198.0,8,1584.0,TXN-17990
GLY-2502-44,2025-03-06,Glycomet 500,22.5,5,112.5,TXN-17991
TEL-2502-77,2025-03-06,Telma 40,220.0,4,880.0,TXN-17992
AZI-2502-13,2025-03-06,Azithral 500,118.5,4,474.0,TXN-17993
GEN-17994,2025-03-06,Glycomet 500,22.5,5,112.5,TXN-17994
AZI-2503-75,2025-03-06,Azithral 500,118.5,2,237.0,TXN-17995
PAN-2503-89,2025-03-06,Pan 40,155.0,1,155.0,TXN-17996
GLY-2502-36,2025-03-06,Glycomet 500,22.5,2,45.0,TXN-17997
GLY-2503-36,2025-03-07,Glycomet 500,22.5,3,67.5,TXN-17998
GLY-2503-36,2025-03-07,Glycomet 500,22.5,4,90.0,TXN-17999
DOL-2502-12,2025-03-07,Dolo 650,30.0,4,120.0,TXN-18000
TEL-2502-50,2025-03-07,Telma 40,220.0,3,660.0,TXN-18001
DOL-2503-23,2025-03-07,Dolo 650,30.0,5,150.0,TXN-18002
DOL-2503-23,2025-03-07,Dolo 650,30.0,3,90.0,TXN-18003
AZI-2502-98,2025-03-07,Azithral 500,118.5,5,592.5,TXN-18004
GLY-2502-44,2025-03-07,Glycomet-500,22.5,1,22.5,TXN-18005
GLY-2502-44,2025-03-07,Glycomet 500,22.5,4,90.0,TXN-18006
PAN-2502-94,2025-03-07,Pan 40,155.0,1,155.0,TXN-18007
PAN-2502-92,2025-03-07,Pan 40,155.0,1,155.0,TXN-18008
PAN-2502-94,2025-03-07,Pan 40,155.0,5,775.0,TXN-18009
DOL-2502-51,2025-03-07,Dolo 650,30.0,1,30.0,TXN-18010
ALL-2502-56,2025-03-07,Allegra 120,198.0,4,792.0,TXN-18011
PAN-2503-89,2025-03-08,Pan 40,155.0,3,465.0,TXN-18012
TEL-2503-10,2025-03-08,Telma 40,220.0,3,660.0,TXN-18013
AZI-2503-75,2025-03-08,Azithral 500,118.5,2,237.0,TXN-18014
DOL-2503-23,2025-03-08,Dolo 650,30.0,5,150.0,TXN-18015
PAN-2503-89,2025-03-08,Pan 40,155.0,1,155.0,TXN-18016
DOL-2502-12,2025-03-08,Dolo 650,30.0,5,150.0,TXN-18017
ALL-2502-49,2025-03-08,Allegra 120,198.0,6,1188.0,TXN-18018
PAN-2502-92,2025-03-08,Pan 40,155.0,3,465.0,TXN-18019
TEL-2503-10,2025-03-08,Telma 40,220.0,3,660.0,TXN-18020
AZI-2503-75,2025-03-08,Azithral 500,118.5,5,592.5,TXN-18021
TEL-2502-50,2025-03-08,Telma 40,220.0,5,1100.0,TXN-18022
ALL-2502-49,2025-03-08,Allegra 120,198.0,4,792.0,TXN-18023
GEN-18024,2025-03-08,Azithral 500,118.5,5,592.5,TXN-18024
TEL-2502-77,2025-03-09,Telma 40,220.0,3,660.0,TXN-18025
AZI-2502-13,2025-03-09,Azithral 500,118.5,1,118.5,TXN-18026
ALL-2503-35,2025-03-09,Allegra 120,198.0,5,990.0,TXN-18027
AZI-2503-75,2025-03-09,Azithral 500,118.5,2,237.0,TXN-18028
DOL-2502-12,2025-03-09,Dolo 650,30.0,5,150.0,TXN-18029
DOL-2503-23,2025-03-09,Dolo 650,30.0,1,30.0,TXN-18030
GEN-18031,2025-03-09,Dolo 650,30.0,4,120.0,TXN-18031
GLY-2502-44,2025-03-09,Glycomet 500,22.5,5,112.5,TXN-18032
ALL-2503-35,2025-03-09,Allegra 120,198.0,7,1386.0,TXN-18033
AZI-2503-75,2025-03-10,Azithral 500,118.5,5,592.5,TXN-18034
AZI-2502-98,2025-03-10,Azithral 500,118.5,3,355.5,TXN-18035
DOL-2502-51,2025-03-10,Dolo 650,30.0,2,60.0,TXN-18036
ALL-2502-56,2025-03-10,Allegra 120,198.0,4,792.0,TXN-18037
GLY-2503-36,2025-03-10,Glycomet 500,22.5,5,112.5,TXN-18038
DOL-2502-51,2025-03-10,Dolo 650,30.0,1,30.0,TXN-18039
PAN-2503-89,2025-03-10,Pan 40,155.0,3,465.0,TXN-18040
ALL-2502-56,2025-03-10,Allegra 120,198.0,3,594.0,TXN-18041
PAN-2502-94,2025-03-10,Pan 40,155.0,3,465.0,TXN-18042
DOL-2502-12,2025-03-10,Dolo 650,30.0,2,60.0,TXN-18043
GLY-2502-44,2025-03-10,Glycomet 500,22.5,3,67.5,TXN-18044
TEL-2503-10,2025-03-10,Telma 40,220.0,4,880.0,TXN-18045
DOL-2502-12,2025-03-10,Dolo 650,30.0,5,150.0,TXN-18046
GLY-2502-44,2025-03-10,Glycomet-500,22.5,1,22.5,TXN-18047
ALL-2502-49,2025-03-11,Allegra 120,198.0,9,1782.0,TXN-18048
ALL-2503-35,2025-03-11,Allegra 120,198.0,7,1386.0,TXN-18049
ALL-2502-49,2025-03-11,Allegra 120,198.0,4,792.0,TXN-18050
TEL-2502-50,2025-03-11,Telma 40,220.0,5,1100.0,TXN-18051
PAN-2502-92,2025-03-11,Pan 40,155.0,2,310.0,TXN-18052
DOL-2502-12,2025-03-11,Dolo 650,30.0,5,150.0,TXN-18053
PAN-2502-92,2025-03-11,Pan 40,155.0,4,620.0,TXN-18054
AZI-2503-75,2025-03-11,Azithral 500,1185.0,4,4740.0,TXN-18055
TEL-2502-77,2025-03-11,Telma 40,220.0,1,220.0,TXN-18056
DOL-2502-12,2025-03-11,Dolo 650,30.0,4,120.0,TXN-18057
PAN-2502-92,2025-03-11,Pan 40,155.0,5,775.0,TXN-18058
TEL-2502-77,2025-03-11,Telma 40,220.0,1,220.0,TXN-18059
TEL-2503-22,2025-03-12,Telma 40,220.0,4,880.0,TXN-18060
GLY-2503-52,2025-03-12,Glycomet 500,22.5,5,112.5,TXN-18061
DOL-2503-45,2025-03-12,Dolo 650,30.0,3,90.0,TXN-18062
DOL-2503-45,2025-03-12,Dolo 650,30.0,1,30.0,TXN-18063
GLY-2503-36,2025-03-13,Glycomet 500,22.5,4,90.0,TXN-18064
AZI-2503-81,2025-03-13,Azithral 500,118.5,3,355.5,TXN-18065
PAN-2503-21,2025-03-13,Pan 40,155.0,5,775.0,TXN-18066
GLY-2502-36,2025-03-13,Glycomet 500,22.5,1,22.5,TXN-18067
TEL-2503-10,2025-03-13,Telma 40,220.0,1,220.0,TXN-18068
ALL-2503-35,2025-03-13,Allegra 120,198.0,3,594.0,TXN-18069
PAN-2503-21,2025-03-14,Pan 40,155.0,2,310.0,TXN-18070
DOL-2503-45,2025-03-14,Dolo 650,30.0,4,120.0,TXN-18071
TEL-2503-10,2025-03-14,Telma 40,220.0,1,220.0,TXN-18072
GEN-18073,2025-03-14,Glycomet 500,22.5,1,22.5,TXN-18073
GEN-18074,2025-03-14,Telma 40,220.0,3,660.0,TXN-18074
TEL-2502-77,2025-03-14,Telma 40,220.0,3,660.0,TXN-18075
DOL-2503-23,2025-03-14,Dolo 650,30.0,4,120.0,TXN-18076
GEN-18077,2025-03-14,Glycomet 500,22.5,5,112.5,TXN-18077
GEN-18078,2025-03-15,Azithral 500,118.5,2,237.0,TXN-18078
ALL-2503-56,2025-03-15,Allegra 120,198.0,6,1188.0,TXN-18079
PAN-2503-21,2025-03-15,Pan 40,155.0,2,310.0,TXN-18080
TEL-2503-10,2025-03-15,Telma 40,220.0,1,220.0,TXN-18081
ALL-2502-49,2025-03-15,Allegra 120,198.0,9,1782.0,TXN-18082
DOL-2502-51,2025-03-16,Dolo 650,30.0,2,60.0,TXN-18083
